Company Name,Company Name for Emails,# Employees,Website,Company City,Company State,Company Postal Code,Company Address,Company Phone,Apollo Record Id,NAICS Codes,Subsidiary of,Subsidiary of (Organization ID),Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score,Prerequisite: Determine Research Guidelines,Qualify Account,Prerequisite: Research Target Company
Lawgality | You Deserve the Right to Free Legal Aid,Lawgality,50,http://www.lawgality.com,London,,,"London, United Kingdom",,668e81119715f80001d94568,,,,,,,,,,
South West London Law Centres,South West London Law Centres,84,http://www.swllc.org,London,England,SW11 1DA,"125 Bolingbroke Grove, London, England, United Kingdom, SW11 1DA",'+44 20 8767 2777,668e811a16a99300018961df,54111,,,,,,,,,
CreateiQ,CreateiQ,17,http://www.createiq.tech,London,England,EC2Y 8,"Silk Street, London, England, United Kingdom, EC2Y 8",'+44 20 7456 2554,668e811a16a99300018961f6,"54151, 51321",,,,,,,,,
Martello Expert Services,Martello Expert Services,35,http://www.martelloglobal.com,London,England,EC2N 2AT,"29 Throgmorton Street, London, England, United Kingdom, EC2N 2AT",'+44 20 3405 9610,67502d866e6c9d000162d724,"54169, 541199",,,,,,,,,
Venters Solicitors,Venters Solicitors,19,http://www.venters.co.uk,London,,,"London, United Kingdom",'+44 20 7277 0110,6791fe443a6bfd0001a50f15,54111,,,,,,,,,
Gherson LLP,Gherson,72,http://www.gherson.com,London,,,"London, United Kingdom",'+44 20 7724 4488,6791fe443a6bfd0001a50f28,541110,,,,,,,,,
4BB Chambers,4BB Chambers,63,http://www.4bb.co.uk,London,,,"London, United Kingdom",'+44 20 7092 1900,6791fe443a6bfd0001a50f34,541110,,,,,,,,,
Nucleus Legal Advice Centre,Nucleus Legal Advice Centre,57,http://www.nucleus.org.uk,London,,,"London, United Kingdom",'+44 20 7373 4005,6791fe453a6bfd0001a50fa4,81331,,,,,,,,,
Milberg London LLP,Milberg London,48,http://www.milberg.co.uk,London,,,"London, United Kingdom",'+44 20 3987 4980,6791fe453a6bfd0001a50fac,541110,,,,,,,,,
Cavendish Legal Group,Cavendish Legal Group,67,http://www.clglaw.co.uk,London,,,"London, United Kingdom",'+44 20 3962 7777,6791fe453a6bfd0001a50fbe,541110,,,,,,,,,
Liberty Solicitors,Liberty Solicitors,30,http://www.libertysolicitors.co.uk,London,England,,"London, England, United Kingdom",'+44 20 7377 6804,6791fe6ead37a3000152306c,,,,,,,,,,
PET PAVILION LIMITED,PET PAVILION,21,,London,England,,"London, England, United Kingdom",,6791fe6ead37a30001523074,,,,,,,,,,
RadcliffesLeBrasseur LLP,RadcliffesLeBrasseur,51,http://www.rlb-law.com,London,England,EC4Y 1AE,"85 Fleet Street, London, England, United Kingdom, EC4Y 1AE",'+44 345 073 9900,687fa8136ef4650001c36812,541110,,,,,,,,,
Quillon Law,Quillon Law,23,http://www.quillonlaw.com,London,England,EC4A 3BT,"3 New Street Square, London, England, United Kingdom, EC4A 3BT",'+44 20 3840 4370,687fa8146ef4650001c368e5,541110,,,,,,,,,
MFB Solicitors,MFB Solicitors,62,http://www.m-f-b.co.uk,London,England,EC4R 3,"Fishmongers Hall Wharf, London, England, United Kingdom, EC4R 3",'+44 20 7330 8000,687fa839cf702a0001dc2289,541110,,,,,,,,,
Cornerstone Barristers,Cornerstone Barristers,75,http://www.cornerstonebarristers.com,London,England,WC1R 5JH,"2 Gray's Inn Square, London, England, United Kingdom, WC1R 5JH",020 7421 1808,687fa839cf702a0001dc22a3,54111,,,,,,,,,
Ingram Winter Green LLP,Ingram Winter Green,42,http://www.iwg.co.uk,London,England,WC1N 2BF,"21a John Street, London, England, United Kingdom, WC1N 2BF",'+44 20 7845 7400,687fa839cf702a0001dc227b,54111,,,,,,,,,
Grosvenor Law,Grosvenor Law,28,http://www.grosvenorlaw.com,London,England,W1K 4QP,"27 Grosvenor Street, London, England, United Kingdom, W1K 4QP",'+44 20 3189 4200,687fa83acf702a0001dc2343,541110,,,,,,,,,
Serjeants'​ Inn Chambers,Serjeants'​ Inn Chambers,110,http://www.serjeantsinn.com,London,England,EC4Y 1AE,"85 Fleet Street, London, England, United Kingdom, EC4Y 1AE",'+44 20 7427 5000,687fa8577a1d900001dcc471,54111,,,,,,,,,
Pallas Partners LLP,Pallas,70,http://www.pallasllp.com,London,England,EC2M 3,"110 Bishopsgate, London, England, United Kingdom, EC2M 3",'+44 20 4574 1000,687fa8577a1d900001dcc516,54111,,,,,,,,,
McCarthy Denning,McCarthy Denning,74,http://www.mccarthydenning.com,London,England,EC3R 7NQ,"70 Mark Lane, London, England, United Kingdom, EC3R 7NQ",'+44 20 7769 6741,687fa88164e3b00001964d39,541110,,,,,,,,,
Boulter and Co LLP Solicitors,Boulter and Co LLP Solicitors,21,http://www.boulterandco.com,London,England,N8 8TE,"11 Park Road, London, England, United Kingdom, N8 8TE",'+44 20 8341 7301,687fa8946066d10001f0f674,,,,,,,,,,
Sphere Legal Limited,Sphere Legal,22,http://www.spherelegal.com,London,,W6,"174 Hammersmith Road, London, United Kingdom, W6",'+44 78 0112 0845,687fa8946066d10001f0f6e8,541110,,,,,,,,,
SLDP,SLDP,22,http://www.sldp.ngo,London,England,EC4A 1JQ,"30 Furnival Street, London, England, United Kingdom, EC4A 1JQ",,687fa8c62a959f000108ea27,"813311, 541199",,,,,,,,,
Harcourt - Family Law,Harcourt,57,http://www.harcourtchambers.co.uk,London,England,EC4Y 7,"Harcourt Buildings, London, England, United Kingdom, EC4Y 7",2078964520,687fa8f4d7236b00018ff511,541110,,,,,,,,,
Novo Executive Search,Novo Executive Search,45,http://www.novoexec.com,London,England,WC1H 0HT,"17 Upper Woburn Place, London, England, United Kingdom, WC1H 0HT",'+44 844 241 2064,687fa8f4d7236b00018ff506,54161,,,,,,,,,
33 Chancery Lane,33 Chancery Lane,43,http://www.33knowledge.com,London,England,WC2A 1EN,"33 Chancery Lane, London, England, United Kingdom, WC2A 1EN",'+44 20 7440 9950,687fa8f4d7236b00018ff526,541110,,,,,,,,,
Patron Law,Patron Law,40,http://www.patronlaw.co.uk,London,England,W11 4QG,"2A Norland Place, London, England, United Kingdom, W11 4QG",'+44 20 3841 7470,687fa8f4d7236b00018ff52f,541110,,,,,,,,,
Valere Capital Partners LLP,Valere Capital,22,http://www.valere-capital.com,London,England,EC2N 2HE,"13 Austin Friars, London, England, United Kingdom, EC2N 2HE",'+44 20 8354 7657,687fa8f4d7236b00018ff508,54169,,,,,,,,,
PCB LAWYERS LLP,PCB LAWYERS,22,http://www.pcblawyers.com,London,England,W1U 7DL,"70 Baker Street, London, England, United Kingdom, W1U 7DL",'+44 20 7299 9261,687fa8f4d7236b00018ff532,541110,,,,,,,,,
3TG Barristers,3TG Barristers,54,http://www.3tg.co.uk,London,England,EC4N 4TQ,"3 Queen Victoria Street, London, England, United Kingdom, EC4N 4TQ",,687fa8f5d7236b00018ff5b4,541110,,,,,,,,,
"QEB (Queen Elizabeth Building), Chambers of Katie Cowton KC & James Ewins KC.",QEB Chambers of Katie Cowton KC & James Ewins KC,43,http://www.qeb.co.uk,London,England,EC4Y 7,"Temple, London, England, United Kingdom, EC4Y 7",'+44 20 7797 7837,687fa9071e8abc00010d50a4,54111,,,,,,,,,
Artington Legal | B Corp,Artington Legal,18,http://www.artington.com,London,England,SW1Y 5EA,"120 Pall Mall, London, England, United Kingdom, SW1Y 5EA",'+44 20 3740 2360,687fa9071e8abc00010d509b,541110,,,,,,,,,
Legal Nodes,Legal Nodes,33,http://www.legalnodes.com,London,England,WC1E 6HA,"3 Gower Street, London, England, United Kingdom, WC1E 6HA",,687fa9071e8abc00010d5138,"54119, 541110, 513210",,,,,,,,,
Settlement Agreement Solicitors,Settlement Agreement Solicitors,25,http://www.settlementagreement.com,London,England,SW1V 1LP,"84 Eccleston Square, London, England, United Kingdom, SW1V 1LP",'+44 800 368 6162,687fa9071e8abc00010d5142,541110,,,,,,,,,
Morgan Sports Law,Morgan Sports Law,23,http://www.morgansl.com,London,England,NW4 3,"3 Riverside, London, England, United Kingdom, NW4 3",'+44 20 7061 6264,687fa9071e8abc00010d514a,54111,,,,,,,,,
DavidsonMorris,DavidsonMorris,22,http://www.davidsonmorris.com,London,England,EC3V 4AB,"122 Leadenhall Street, London, England, United Kingdom, EC3V 4AB",'+44 20 7494 0118,687fa9071e8abc00010d514d,"541110, 541612",,,,,,,,,
TLB,TLB,60,http://www.tlb.law,London,England,EC1Y 1AA,"25 City Road, London, England, United Kingdom, EC1Y 1AA",'+44 745 090 5912,687fa91db252230011348f0f,"541110, 541611",,,,,,,,,
Anthony Gold Solicitors,Anthony Gold Solicitors,160,http://www.anthonygold.co.uk,London,England,SE1 9,"25 London Bridge Street, London, England, United Kingdom, SE1 9",'+44 20 7940 4000,697353c6f91d0e0001f195bc,541110,,,,,,,,,
Gatehouse Chambers,Gatehouse Chambers,170,http://www.gatehouselaw.co.uk,London,England,WC1X 8,"1 Gray's Inn Road, London, England, United Kingdom, WC1X 8",'+44 20 7242 2523,697353c6f91d0e0001f195be,54111,,,,,,,,,
The Bar Council of England and Wales,The Bar Council of England and Wales,150,http://www.barcouncil.org.uk,London,England,WC1V 7HZ,"289 High Holborn, London, England, United Kingdom, WC1V 7HZ",'+44 20 7242 0082,697353e8f91d0e0001f19bdb,54111,,,,,,,,,
Techspert,Techspert,80,http://www.techspert.com,London,England,W1C 2BU,"399 Oxford Street, London, England, United Kingdom, W1C 2BU",'+44 12 2332 0560,6977723118f44f0001df57cf,54169,,,,,,,,,
Aequitas Global,Aequitas Global,28,http://www.aeqglobal.com,London,England,WC2R 1,"Strand, London, England, United Kingdom, WC2R 1",'+44 20 7759 1140,6a425637b2a46200017662c4,"541820, 541611",,,,,,,,,
012 Global Ltd,012 Global,22,http://www.012-global.com,London,England,SE10 8JA,"159 Greenwich High Road, London, England, United Kingdom, SE10 8JA",'+44 775 198 8885,6a425637b2a46200017662ca,"61131, 611710, 541211, 541110",,,,,,,,,
Boult Wade Tennant,Boult Wade Tennant,200,http://www.boult.com,London,England,EC4Y 8AP,"8 Salisbury Square, London, England, United Kingdom, EC4Y 8AP",'+44 20 7430 7500,63be9f9db30a4300a31b235c,541110,,,,,,,,,
Just for Kids Law,Just for Kids Law,30,http://www.justforkidslaw.org,London,England,N1 3,"426 Essex Road, London, England, United Kingdom, N1 3",'+44 20 3174 2279,63be9f9ab7fb6f00a37e58e1,54111,,,,,,,,,
Axiom DWFM,Axiom DWFM,71,http://www.axiomdwfm.com,London,England,W1J 8DJ,"Berkeley Street, London, England, United Kingdom, W1J 8DJ",'+44 20 7636 6969,63beb3fff7c7a1015382e2ec,,The Ince Group plc (theincegroup.com),5b853b61324d447897a676a5,,,,,,,
F-LEX,F-LEX,,,London,England,,"London, England, United Kingdom",,63f49b7ba2782500dbba9cd3,,,,,,,,,,
Church Court Chambers,Church Court Chambers,58,http://www.churchcourtchambers.co.uk,London,England,WC2A 1,"21 Southampton Buildings, London, England, United Kingdom, WC2A 1",'+44 20 7936 3637,645e07649249960001c91c73,54111,,,,,,,,,
Millennium Chambers - The Barrister Network,Millennium Chambers,31,http://www.millenniumchambers.com,London,England,,"London, England, United Kingdom",'+44 20 3179 2023,645e07907021970001fff44b,54111,,,,,,,,,
XYZ Law,XYZ Law,71,http://www.xyz.law,London,England,WC1N 3AF,"27 Old Gloucester Street, London, England, United Kingdom, WC1N 3AF",'+44 333 358 8777,645e0a030f23dd00011a6ab3,541110,,,,,,,,,
G3,G3,320,http://www.g3.co,London,England,W1U 7DW,"40 George Street, London, England, United Kingdom, W1U 7DW",'+44 20 7467 2040,652666f8727d2200011223a9,54169,,,,,,,,,
Millnet,Millnet,56,http://www.millnet.co.uk,London,England,E1W 2DA,"11 Wapping Lane, London, England, United Kingdom, E1W 2DA",'+44 20 7422 8850,652671e44bf123000133154a,"323111, 561439",,,,,,,,,
Dragon Argent,Dragon Argent,25,http://www.dragonargent.com,London,England,SE1 3XF,"63 Bermondsey Street, London, England, United Kingdom, SE1 3XF",'+44 20 7686 0000,65267dd29ce8b10001a60bbc,54161,,,,,,,,,
Amphlett Lissimore Solicitors,Amphlett Lissimore Solicitors,63,http://www.allaw.co.uk,London,England,SE19 3,"80 Westow Street, London, England, United Kingdom, SE19 3",'+44 808 278 1398,65e5cda3e8b64f0007e0e005,541110,,,,,,,,,
PET PAVILION LIMITED,PET PAVILION,,,London,England,,"London, England, United Kingdom",,65e9894894e9280007d86ee1,,,,,,,,,,
Ince & Co.,Ince,88,http://www.incegd.com,London,England,E1 7,"Leman Street, London, England, United Kingdom, E1 7",'+44 20 7481 0010,661ceccc5812600007199b95,541110,Gordon Dadds Group Solicitors (gordondadds.com),5ed56e5c077b590001bff18b,,,,,,,
MEUM Group,MEUM Group,25,http://www.meum.group,London,England,,"London, England, United Kingdom",'+44 20 3907 4017,661e328bcc44560007828cad,"541110, 523940",,,,,,,,,
LANE IP LIMITED,LANE IP,42,http://www.laneip.com,London,England,EC2N 2DG,"2 Throgmorton Avenue, London, England, United Kingdom, EC2N 2DG",'+44 20 3714 9490,665db33bd160220001871f55,54111,,,,,,,,,
Prosperity Law LLP,Prosperity Law,57,http://www.prosperitylaw.com,London,England,M3 3HF,"Hardman Street, London, England, United Kingdom, M3 3HF",'+44 161 667 3686,668e80d843a41b0001089cf2,54111,,,,,,,,,
Three Raymond Buildings,Three Raymond Buildings,67,http://www.3rblaw.com,London,,,"London, United Kingdom",'+44 20 7400 6400,668e80d843a41b0001089cf5,54111,,,,,,,,,
New Court Chambers,New Court Chambers,60,http://www.newcourtchambers.com,London,England,EC4Y 9,"London, England, United Kingdom, EC4Y 9", 020 7583 5123,668e80d843a41b0001089d03,54111,,,,,,,,,
Thomas Cooper LLP,Thomas Cooper,,,London,,,"London, United Kingdom",'+44 20 7481 8851,668e80d943a41b0001089d5b,,,,,,,,,,
REVENUE CONSULTING LTD,REVENUE CONSULTING,41,,London,England,,"London, England, United Kingdom",,668e81109715f80001d94526,,,,,,,,,,
Combar - The Commercial Bar Association,Combar,,,London,England,WC2R 1BA,"222 Strand, London, England, United Kingdom, WC2R 1BA",'+44 20 7427 4932,668e81119715f80001d9457a,,,,,,,,,,
Diligence,Diligence,67,http://www.diligence.com,London,England,E14 5AA,"1 Canada Square, London, England, United Kingdom, E14 5AA",'+44 20 7516 0007,668e811a16a99300018961f5,,,,,,,,,,
Trama,Trama,56,http://www.tramatm.com,London,England,E15 4QA,"90 Paul Street, London, England, United Kingdom, E15 4QA",'+421 2/334 565 74,668e811a16a99300018961fa,541110,,,,,,,,,
QEB Hollis Whiteman,QEB Hollis Whiteman,92,http://www.qebholliswhiteman.co.uk,London,,,"London, United Kingdom",'+44 20 7933 8855,6791fe443a6bfd0001a50f1b,541110,,,,,,,,,
Sonn Macmillan Walker,Sonn Macmillan Walker,34,http://www.sonnmacmillanwalker.co.uk,London,,,"London, United Kingdom",'+44 20 3371 7354,6791fe443a6bfd0001a50f1d,541110,,,,,,,,,
Davitt Jones Bould (DJB),Davitt Jones Bould,95,http://www.djblaw.co.uk,London,,,"London, United Kingdom",'+44 182 327 9279,6791fe443a6bfd0001a50f2b,54111,,,,,,,,,
Thomas Mansfield Solicitors,Thomas Mansfield Solicitors,44,http://www.tmemploymentlaw.co.uk,London,,,"London, United Kingdom",'+44 20 7426 4900,6791fe443a6bfd0001a50f2e,541110,,,,,,,,,
3DJB,3DJB,30,http://www.3djb.co.uk,London,,,"London, United Kingdom",'+44 20 7353 4854,6791fe443a6bfd0001a50f2f,54111,,,,,,,,,
Refugee Law Clinic,Refugee Law Clinic,37,http://rli.sas.ac.uk/projects/refugee-law-clinic,London,,,"London, United Kingdom",,6791fe453a6bfd0001a50fb2,"541110, 611310",,,,,,,,,
"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C.",Mintz Levin Cohn Ferris Glovsky and Popeo P.C,92,,London,England,,"London, England, United Kingdom",'+1 212-692-6726,6791fe453a6bfd0001a50fbc,,,,,,,,,,
Spector Constant & Williams,Spector Constant & Williams,63,http://www.scwlegal.co.uk,London,,,"London, United Kingdom",'+44 20 7269 5120,6791fe453a6bfd0001a50fcd,54111,,,,,,,,,
Slater Gordon Solutions,Slater Gordon Solutions,97,http://www.slatergordonsolutions.co.uk,London,,,"London, United Kingdom",'+44 330 107 5052,6791fe453a6bfd0001a50fcf,,,,,,,,,,
Solicitors' Inn,Solicitors' Inn,30,http://www.solicitorsinn.co.uk,London,,,"London, United Kingdom",'+44 20 3500 8000,6791fe6ead37a3000152306d,54111,,,,,,,,,
Bates Solicitors,Bates Solicitors,26,http://www.batessolicitors.co.uk,London,,,"London, United Kingdom",,6791fe6ead37a30001523087,54111,,,,,,,,,
2TG (2 Temple Gardens),2TG,71,http://www.2tg.co.uk,London,England,EC4Y 9AY,"2 Temple Gardens, London, England, United Kingdom, EC4Y 9AY",'+44 20 7822 1200,687fa8136ef4650001c36819,54111,,,,,,,,,
Carter-Ruck,Carter-Ruck,41,http://www.carter-ruck.com,London,England,EC4A 1,"90 Fetter Lane, London, England, United Kingdom, EC4A 1",'+44 20 7353 5005,687fa8136ef4650001c3682d,54111,,,,,,,,,
Canfields Law Limited,Canfields Law,24,http://www.canfieldslaw.co.uk,London,England,W1W 6AB,"3 Bolsover Street, London, England, United Kingdom, W1W 6AB",'+44 20 3322 3526,687fa8146ef4650001c368c2,541110,,,,,,,,,
Rosling King LLP,Rosling King,33,http://www.rkllp.com,London,England,EC4M 7JW,"55 Ludgate Hill, London, England, United Kingdom, EC4M 7JW",,687fa8146ef4650001c368c6,541110,,,,,,,,,
Glovers,Glovers,71,http://www.glovers.co.uk,London,England,WC2E 9BA,"16 Garrick Street, London, England, United Kingdom, WC2E 9BA",'+44 20 7935 8882,687fa839cf702a0001dc229e,54111,,,,,,,,,
"Cooke, Young & Keidan LLP",Cooke Young & Keidan,39,http://www.cyklaw.com,London,England,EC4N 6AS,"120 Cannon Street, London, England, United Kingdom, EC4N 6AS",'+44 20 7148 7800,687fa839cf702a0001dc2278,"541110, 541199",,,,,,,,,
Harold Benjamin,Harold Benjamin,98,http://www.haroldbenjamin.com,London,England,SE21 7LY,"66 College Road, London, England, United Kingdom, SE21 7LY",'+44 20 8422 5678,687fa839cf702a0001dc2282,541110,,,,,,,,,
XXIV Old Buildings,XXIV Old Buildings,67,http://www.xxiv.co.uk,London,England,WC2A 3UT,"24 Old Buildings, London, England, United Kingdom, WC2A 3UT",'+44 20 7691 2424,687fa839cf702a0001dc22a1,541110,,,,,,,,,
Furnival Chambers,Furnival Chambers,82,http://www.furnivalchambers.co.uk,London,England,EC4A 1LB,"16 Took's Court, London, England, United Kingdom, EC4A 1LB",'+44 20 7405 3232,687fa83acf702a0001dc231c,54111,,,,,,,,,
Doyle Clayton,Doyle Clayton,90,http://www.doyleclayton.co.uk,London,England,EC2V 6,"London, England, United Kingdom, EC2V 6",'+44 20 7329 9090,687fa83acf702a0001dc2340,54111,,,,,,,,,
Onside Law,Onside Law,46,http://www.onsidelaw.co.uk,London,England,SW6 2DU,"642a Kings Road, London, England, United Kingdom, SW6 2DU",'+44 20 7384 6920,687fa8577a1d900001dcc47e,54111,,,,,,,,,
One Pump Court Chambers,One Pump Court Chambers,87,http://www.onepumpcourt.co.uk,London,England,EC4Y 7AB,"1 Pump Court, London, England, United Kingdom, EC4Y 7AB",'+44 20 7842 7070,687fa8577a1d900001dcc47d,541110,,,,,,,,,
Hogarth Chambers,Hogarth Chambers,40,http://www.hogarthchambers.com,London,England,WC2A 3RJ,"5 New Square, London, England, United Kingdom, WC2A 3RJ",'+44 20 7404 0404,687fa8577a1d900001dcc476,"541110, 541199",,,,,,,,,
Collins Benson Goldhill LLP,Collins Benson Goldhill,31,http://www.cbglaw.co.uk,London,England,W1W 8QT,"26 Great Portland Street, London, England, United Kingdom, W1W 8QT",'+44 20 7436 5151,687fa8577a1d900001dcc477,54111,,,,,,,,,
"2BR, The Chambers of Brian Altman KC and Christine Agnew KC",2BR The Chambers of Brian Altman KC and Christine Agnew KC,78,http://www.2bedfordrow.co.uk,London,England,WC1R 4BU,"2 Bedford Row, London, England, United Kingdom, WC1R 4BU",'+44 20 7440 8888,687fa8577a1d900001dcc506,541110,,,,,,,,,
9 King's Bench Walk,9 King's Bench Walk,37,http://www.9kbw.com,London,England,EC4Y 7DX,"9 Kings Bench Walk, London, England, United Kingdom, EC4Y 7DX",'+44 20 7353 9564,687fa8577a1d900001dcc4ed,54111,,,,,,,,,
Colman Coyle,Colman Coyle,38,http://www.colmancoyle.com,London,England,N1 0NU,"80 Upper Street, London, England, United Kingdom, N1 0NU",'+44 20 7354 3000,687fa88164e3b00001964d36,54111,,,,,,,,,
Woodfords Solicitors LLP,Woodfords Solicitors,25,http://www.woodfords.co.uk,London,England,SW6 4QP,"11 Harwood Road, London, England, United Kingdom, SW6 4QP",'+44 20 7731 0750,687fa88164e3b00001964d2a,54111,,,,,,,,,
Markand & Co Solicitors LLP,Markand & Co Solicitors,23,http://www.markandsolicitors.co.uk,London,England,E7 0HA,"6 Woodford Road, London, England, United Kingdom, E7 0HA",'+44 20 8470 1422,687fa8956066d10001f0f6f6,541110,,,,,,,,,
Maina & Maina advocates,Maina & Maina advocates,40,,London,,W1K 7PJ,"London, United Kingdom, W1K 7PJ",,687fa8f4d7236b00018ff516,,,,,,,,,,
Francis Wilks & Jones,Francis Wilks & Jones,32,http://www.franciswilksandjones.co.uk,London,England,EC1R 5HL,"6 Coldbath Square, London, England, United Kingdom, EC1R 5HL",'+44 20 7841 0390,687fa8f4d7236b00018ff524,541110,,,,,,,,,
"2 Hare Court, Chambers of Jonathan Laidlaw KC",2 Hare Court Chambers of Jonathan Laidlaw KC,88,http://www.2harecourt.com,London,England,EC4Y 7BH,"2 Hare Court, London, England, United Kingdom, EC4Y 7BH",'+44 20 7353 5324,687fa8f4d7236b00018ff52e,54111,,,,,,,,,
JPC,JPC,57,http://www.jpclaw.co.uk,London,England,NW6 4BT,"252 Belsize Road, London, England, United Kingdom, NW6 4BT",'+44 20 7625 4424,687fa8f5d7236b00018ff5cb,541110,,,,,,,,,
G37 Chambers,G37 Chambers,29,http://www.g37chambers.com,London,England,EC4Y 7AR,"6 Pump Court, London, England, United Kingdom, EC4Y 7AR",'+44 20 3457 0169,687fa8f5d7236b00018ff5be,541110,,,,,,,,,
Levenes Solicitors,Levenes Solicitors,63,http://www.levenes.co.uk,London,England,N22 8HF,"235 High Road, London, England, United Kingdom, N22 8HF",'+44 80 0048 2355,687fa8f5d7236b00018ff5bc,541110,,,,,,,,,
Lawstop,Lawstop,77,http://www.lawstop.co.uk,London,England,W6 7JP,"174 Hammersmith Road, London, England, United Kingdom, W6 7JP",'+44 20 8150 2588,687fa8f5d7236b00018ff5b8,541110,,,,,,,,,
Central Chambers Law Solicitors,Central Chambers Law Solicitors,41,http://www.centralchamberslaw.com,London,England,W5 2,"Central Chambers, London, England, United Kingdom, W5 2",'+44 20 3620 2288,687fa8f5d7236b00018ff5b9,541110,,,,,,,,,
BDBF LLP,BDBF,37,http://www.bdbf.co.uk,London,England,EC2V 8BB,"36 King Street, London, England, United Kingdom, EC2V 8BB",'+44 20 3828 0350,687fa9071e8abc00010d508b,54111,,,,,,,,,
New Square Chambers,New Square Chambers,67,http://www.newsquarechambers.co.uk,London,England,WC2A 3SW,"12 New Square, London, England, United Kingdom, WC2A 3SW",'+44 20 7419 8000,687fa9071e8abc00010d508a,54111,,,,,,,,,
Comptons Solicitors LLP,Comptons Solicitors,34,http://www.comptons.co.uk,London,England,NW1 7AN,"90 Parkway, London, England, United Kingdom, NW1 7AN",'+44 20 7485 0888,687fa9071e8abc00010d50aa,541110,,,,,,,,,
SHADFORTH PHARMACEUTICAL COMPANY LIMITED,SHADFORTH PHARMACEUTICAL COMPANY,27,,London,England,,"London, England, United Kingdom",,687fa9071e8abc00010d50a5,,,,,,,,,,
Malik & Malik Solicitors,Malik & Malik Solicitors,22,http://www.malikandmalikuk.com,London,England,NW10 2NX,"234 High Road, London, England, United Kingdom, NW10 2NX",'+44 20 8830 3050,687fa9071e8abc00010d5124,541110,,,,,,,,,
Public Law Project,Public Law Project,38,http://www.publiclawproject.org.uk,London,England,EC1V 7PE,"99 Goswell Road, London, England, United Kingdom, EC1V 7PE",'+44 20 7843 1260,687fa9071e8abc00010d512f,"541110, 813410, 541720",,,,,,,,,
11 New Square,11 New Square,30,http://www.11newsquare.com,London,England,WC2A 3QB,"11 New Square, London, England, United Kingdom, WC2A 3QB",'+44 20 7242 4017,687fa91db252230011348f19,,,,,,,,,,
Advocate,Advocate,24,http://www.weareadvocate.org.uk,London,England,EC4M 7BQ,"Paternoster Square, London, England, United Kingdom, EC4M 7BQ",'+44 20 7092 3960,695be1062871e400016c4c6e,81331,,,,,,,,,
Archor,Archor,25,http://www.archor.co.uk,Langham,England,CO4 5WR,"Park Lane, Langham, England, United Kingdom, CO4 5WR",'+44 120 623 1379,695cc81f7eebdb00017ff4d2,541110,,,,,,,,,
1 Crown Office Row,1 Crown Office Row,110,http://www.1cor.com,London,England,EC4Y 7HH,"1 Crown Office Row, London, England, United Kingdom, EC4Y 7HH",'+44 20 7797 7500,697353c6f91d0e0001f195c0,54111,,,,,,,,,
Olswang - (Now CMS),Olswang,150,,London,,,"London, United Kingdom",,697353c6f91d0e0001f195cb,541110,,,,,,,,,
The 36 Group,The 36 Group,180,http://www.36group.co.uk,London,England,WC1R 5,"2 Field Court, London, England, United Kingdom, WC1R 5",'+44 20 7421 8000,697353c6f91d0e0001f195cc,,,,,,,,,,
Deka Chambers,Deka Chambers,140,http://www.dekachambers.com,London,England,EC4A 1,"5 Norwich Street, London, England, United Kingdom, EC4A 1",'+44 20 7832 0500,697353c6f91d0e0001f195d3,54111,,,,,,,,,
Kidd Rapinet LLP,Kidd Rapinet,120,http://www.kiddrapinet.co.uk,London,England,E14 9GE,"29 Harbour Exchange Square, London, England, United Kingdom, E14 9GE",'+44 162 862 1301,697353e8f91d0e0001f19bd0,541110,,,,,,,,,
Finders International Probate Genealogists,Finders International Probate Genealogists,160,http://www.findersinternational.com,London,England,N1 7RE,"8 Vestry Street, London, England, United Kingdom, N1 7RE",'+44 20 7490 4935,697353e8f91d0e0001f19bd7,"54172, 561611",Pelican Capital (pelicancapital.com),5f3ffe0a7763100001660138,,,,,,,
Farani Taylor Solicitors,Farani Taylor Solicitors,90,http://www.faranitaylor.com,London,England,EC4A 3EB,"1 Red Lion Court, London, England, United Kingdom, EC4A 3EB",'+44 20 7242 1666,697353e8f91d0e0001f19bd8,541110,,,,,,,,,
4-5 Gray's Inn Square,4-5 Gray's Inn Square,140,http://www.4-5.co.uk,London,England,WC1R 5AH,"4 Gray's Inn Square, London, England, United Kingdom, WC1R 5AH",'+44 20 7404 5252,697353e8f91d0e0001f19bdf,541110,,,,,,,,,
4 Pump Court,4 Pump Court,160,http://www.4pumpcourt.com,London,England,EC4Y 7AN,"4 Pump Court, London, England, United Kingdom, EC4Y 7AN",'+44 20 7842 5555,6977723118f44f0001df57c2,54111,,,,,,,,,
Kelmer Group,Kelmer Group,43,http://www.kelmer.com,London,England,EC4V 6AP,"12 Bridewell Place, London, England, United Kingdom, EC4V 6AP",'+44 20 7353 9200,6a425637b2a46200017662b1,"541611, 541211, 541110",,,,,,,,,
Amicus ALJ,Amicus ALJ,85,http://www.amicus-alj.org,London,England,SW5 9AF,"215 Earls Court Road, London, England, United Kingdom, SW5 9AF",'+44 20 7072 5603,6a425637b2a46200017662b3,"54119, 813311, 541110",,,,,,,,,
Safe Passage International,Safe Passage International,47,http://www.safepassage.org.uk,London,England,,"London, England, United Kingdom",'+44 792 874 1723,6a425637b2a46200017662c9,"81321, 813311, 541110, 624110",,,,,,,,,
