Company Name,Website,# Employees,Company City,Couno Status
Lauristons,http://www.lauristonlawfirm.com,26.0,London,New
Work Rights Centre,http://www.workrightscentre.org,24.0,London,New
Essex Court Chambers,http://www.essexcourt.com,120.0,London,New
London Solicitors,http://www.greymore.com,52.0,London,New
MRA Search,http://www.mrasearch.co.uk,81.0,London,New
Drystone Chambers,http://www.drystone.com,63.0,London,New
Islamophobia Response Unit,http://www.theiru.org.uk,33.0,London,New
HJT Training Ltd,http://www.hjt-training.co.uk,28.0,London,New
Farringdon Barristers Chambers,http://www.farringdon-law.co.uk,34.0,London,New
Starck Uberoi Solicitors & Advocates,http://www.starckuberoi.co.uk,40.0,London,Already Worked
Lawmatic Solicitors,http://www.lawmaticsolicitors.com,38.0,London,New
Keller Postman UK Limited,http://www.kpl.co.uk,68.0,London,New
Raedas,http://www.raedas.com,33.0,London,New
Jalubro,http://www.jalubro.com,26.0,London,New
Lawfront,http://www.lawfront.com,86.0,London,New
Media Defence,http://www.mediadefence.org,24.0,London,New
Sinclair Gibson LLP,http://www.sinclairgibson.com,37.0,London,Already Worked
1 Hare Court,http://www.1hc.com,58.0,London,New
The Society of Construction Law,http://www.scl.org.uk,29.0,London,New
Cavendish Legal Group,,,London,New
UKELA - UK Environmental Law Association,http://www.ukela.org,70.0,London,New
A ROOM IN MY HOUSE LIMITED,,28.0,London,New
European Criminal Bar Association,http://www.ecba.org,35.0,London,New
ERM Libryo Collaborate,,44.0,London,New
IWGB - Independent Workers Union of Great Britain,http://www.iwgb.org.uk,31.0,London,New
Mountford Chambers,http://www.mountfordchambers.com,62.0,London,New
Goodman Ray,http://www.goodmanray.com,61.0,London,New
A4ID - Advocates for International Development,http://www.a4id.org,32.0,London,New
Blackfords LLP,http://www.blackfords.com,64.0,London,New
Wikborg Rein London,,36.0,London,Already Worked
Ignition Law,http://www.ignition.law,46.0,London,Already Worked
Bark&Co,http://www.barkco.com,40.0,London,New
Junior Lawyers Division,,26.0,London,New
Merali Beedle,http://www.meralibeedle.com,61.0,London,Already Worked
Adam Bernard Solicitors,http://www.adambernards.co.uk,64.0,London,New
9BR Chambers,http://www.9brchambers.co.uk,64.0,London,New
Chisty Law Chambers,http://www.chistylawchambers.com,86.0,London,New
Speechly Bircham,http://www.speechlys.com,63.0,London,New
Norman H Barnett & Co Solicitors,http://www.normanhbarnett.co.uk,26.0,London,New
Westbrook Law,http://www.westbrooklaw.co.uk,24.0,London,New
Family Law in Partnership,http://www.flip.co.uk,53.0,London,Already Worked
Atkin Chambers,http://www.atkinchambers.com,76.0,London,New
NEC Contracts®,http://www.neccontract.com,24.0,London,New
Child & Child,http://www.childandchild.co.uk,91.0,London,New
Howe and Co,http://www.howe.co.uk,25.0,London,New
Radcliffe Chambers,http://www.radcliffechambers.com,89.0,London,New
Francis Taylor Building,http://www.ftbchambers.co.uk,76.0,London,New
Mackrell International Legal Network,http://www.mackrell.net,23.0,London,New
Hailsham Chambers,http://www.hailshamchambers.com,76.0,London,New
Three Stone,http://www.threestone.law,39.0,London,New
Muscatt Black Graf LLP,http://www.muscattblackgraf.com,27.0,London,New
South Square,http://www.southsquare.com,72.0,London,New
Hickman & Rose,http://www.hickmanandrose.co.uk,54.0,London,New
Specters Solicitors,http://www.specters.co.uk,31.0,London,New
HCO,http://www.hco.legal,49.0,London,New
The Law Corner,http://www.thelawcorner.org.uk,21.0,London,New
Gold Jennings Solicitors,http://www.goldjennings.co.uk,23.0,London,New
ILPA - Immigration Law Practitioners'​ Association,http://www.ilpa.org.uk,28.0,London,New
ReFly,http://www.refly.org,36.0,London,New
Maples Teesdale LLP,http://www.maplesteesdale.co.uk,80.0,London,New
Bolt Burdon,http://www.boltburdon.co.uk,71.0,London,New
"Incorporated Council of Law Reporting for England and Wales (""ICLR"")",http://www.iclr.co.uk,53.0,London,New
Rooks Rider Solicitors LLP,http://www.rooksrider.co.uk,31.0,London,New
Selborne Chambers,http://www.selbornechambers.co.uk,75.0,London,New
CM Murray LLP,http://www.cm-murray.com,35.0,London,New
Sperrin Law,http://www.sperrinlaw.net,23.0,London,New
Fahri LLP,http://www.fahrillp.com,58.0,London,Already Worked
Gulbenkian Andonian Solicitors,http://www.gulbenkian.co.uk,20.0,London,New
PERIPATETIC LIMITED,,27.0,London,New
Seladore Legal,http://www.seladorelegal.com,38.0,London,Already Worked
Holborn Adams Solicitors,http://www.holbornadams.com,30.0,London,New
CDS Mayfair,http://www.cdsmayfair.com,33.0,London,New
Expatriate Law Ltd,http://www.expatriatelaw.com,24.0,London,New
Trans Legal Clinic,http://www.translegalclinic.com,19.0,London,New
Sriharans Solicitors,http://www.sriharanssolicitors.co.uk,20.0,London,New
Rose Court Chambers,http://www.rosecourtchambers.com,22.0,London,New
LegaMart,http://www.legamart.com,29.0,London,New
Oikonomakis Law,http://www.oikonomakislaw.com,52.0,London,New
Marriott Harrison,http://www.marriottharrison.com,100.0,London,Already Worked
Matrix Chambers,http://www.matrixlaw.co.uk,130.0,London,New
Maucher Jenkins,http://www.maucherjenkins.com,130.0,London,New
Brecher LLP,http://www.brecher.co.uk,110.0,London,New
Streathers Solicitors,http://www.streathers.co.uk,140.0,London,New
Hedley May,http://www.hedleymay.com,33.0,London,New
Wilberforce Chambers,http://www.wilberforce.co.uk,90.0,London,New
Rimkus APAC and EMEA,,77.0,London,New
Ignata,http://www.ignata.com,57.0,London,New
ECB STAR Group,http://www.ecbstar.com,56.0,London,New
GCE Global,http://www.gce.global,150.0,London,New
Ctori Construction Consultants,http://www.ctori.com,23.0,London,New
Naomi Korn Associates,http://www.naomikorn.com,21.0,London,New
Vocalegal,http://www.vocalegalglobal.com,25.0,London,New
Corporate Law Solicitors,,31.0,London,New
Apostille Service,,56.0,London,New
PromoVeritas,http://www.promoveritas.com,63.0,London,New
Sharper Labs HR and Legal Consultancy,http://www.sharper-labs.com,24.0,London,New
Sherrards,http://www.sherrards.com,90.0,London,New
7BR,http://www.7br.co.uk,93.0,London,New
1GC Family Law,http://www.1gc.com,91.0,London,New
Oracle Solicitors,http://www.oraclelawglobal.com,160.0,London,New
Thomas Cooper LLP,http://www.thomascooperlaw.com,40.0,London,New
UCL Law Society,http://www.ucllawsoc.com,86.0,London,New
4 Stone Buildings,http://www.4stonebuildings.com,45.0,London,New
33 Bedford Row,http://www.33bedfordrow.co.uk,140.0,London,New
GN Law,http://www.gnlaw.co.uk,59.0,London,New
Five Paper,http://www.fivepaper.com,56.0,London,Already Worked
1MCB Chambers,http://www.1mcb.com,19.0,London,New
PARALAW | A Consilio company,http://www.paralaw.co.uk,30.0,London,New
11 Stone Buildings,http://www.11sb.com,,London,New
Refugee and Migrant Forum of Essex & London (RAMFEL),http://www.ramfel.org.uk,34.0,London,New
Marten Walsh Cherer,http://www.martenwalshcherer.com,34.0,London,New
Statura Group,http://www.staturagroup.com,37.0,London,New
Complete Projects,http://www.completeprojects.co.uk,29.0,London,New
QCL Solicitors,http://www.qcl.co.uk,49.0,London,New
The Death Penalty Project,http://www.deathpenaltyproject.org,27.0,London,New
JP Legal,http://www.j-plegal.com,110.0,London,New
The AIRE Centre,http://www.airecentre.org,27.0,London,New
NatWest Mentor,http://www.natwestmentor.co.uk,99.0,London,New
Privada Ltd,http://www.privada.co.uk,51.0,London,New
Chan Neill Solicitors,http://www.cnsolicitors.com,31.0,London,New
MALIK LAW ASSOCIATES LTD,,38.0,London,New
Hawkish Consulting,http://www.hawkishconsulting.com,50.0,London,New
Libertas Chambers,http://www.libertaschambers.com,33.0,London,Already Worked
Across The Board AI,http://www.acrosstheboard.ai,2.0,London,New
Themisa,http://www.themisa.com,1.0,London,New
"GPW, a part of J.S. Held",http://www.gpwltd.com,47.0,London,New
Wainwright & Cummins Solicitors LLP,http://www.wainwrightcummins.co.uk,28.0,London,New
"Four Brick Court, Chambers",,35.0,London,New
University of Westminster Legal Advice Clinic,http://www.uowlegaladviceclinic.org.uk,55.0,London,New
BVL,http://www.bvl.org.uk,35.0,London,New
Rosenblatt,http://www.rosenblatt-law.co.uk,31.0,London,New
Caytons - A Gallagher Bassett Company,http://www.caytonslaw.com,46.0,London,New
Obelisk Support | B Corp Certified,http://www.obelisksupport.com,41.0,London,New
Meaby & Co,http://www.meaby.co.uk,48.0,London,Already Worked
Nicholas & Co Solicitors Ltd,http://www.nicholassolicitors.com,29.0,London,New
My Inhouse Lawyer,http://www.myinhouselawyer.uk,35.0,London,New
Miles & Partners,http://www.milesandpartners.com,65.0,London,New
DJF Solicitors,http://www.djfsolicitors.co.uk,46.0,London,New
GDPR,http://www.gdpr.eu,23.0,London,New
PCB Byrne LLP,http://www.pcb-byrne.com,55.0,London,Already Worked
Stokoe Partnership - leading criminal defence solicitors,http://www.stokoepartnership.com,26.0,London,New
Devereux Chambers,http://www.devereuxchambers.co.uk,78.0,London,New
12 King's Bench Walk,http://www.12kbw.co.uk,110.0,London,Already Worked
Jurit LLP - Solicitors,http://www.jurit.com,20.0,London,New
Solomon Taylor & Shaw LLP,http://www.solts.co.uk,42.0,London,Already Worked
The International Family Law Group LLP,http://www.iflg.uk.com,23.0,London,New
Prince Evans Solicitors LLP,http://www.prince-evans.co.uk,44.0,London,Already Worked
Russells Solicitors,http://www.russells.co.uk,74.0,London,New
3CS Corporate Solicitors,http://www.3cslondon.com,43.0,London,New
Rosenblatt Law,http://www.rosenblatt.law,38.0,London,Already Worked
Whitestone Chambers,http://www.whitestonechambers.com,22.0,London,New
King's College London Bar and Mooting Society,http://www.kclbms.org,26.0,London,New
southgate solicitors,http://www.southgate.co.uk,23.0,London,New
Jury O'Shea LLP,http://www.juryoshea.com,130.0,London,New
Cognia Law,http://www.cognialaw.com,90.0,London,New
Harbour,http://www.harbourlitigationfunding.com,25.0,London,New
W Legal,http://www.wlegal.co.uk,43.0,London,Already Worked
Trinity International,http://www.trinityllp.com,92.0,London,New
Pothecary Witham Weld inc. Haslam & Payne Solicitors,http://www.pwwsolicitors.co.uk,21.0,London,New
Six Pump Court Chambers,http://www.6pumpcourt.co.uk,54.0,London,Already Worked
Hanne & Co. Solicitors LLP,http://www.hanne.co.uk,77.0,London,New
Mezzle.,http://www.mezzlelaw.com,81.0,London,New
Law Lane Solicitors,http://www.lawlanesolicitors.co.uk,76.0,London,New
Woodcock Law & Notary Public,http://www.woodcocklaw.co.uk,24.0,London,New
Career Craft Consultants,http://www.careercraftconsultants.co.uk,22.0,London,New
Cruickshanks,http://www.lawco.co.uk,21.0,London,New
New Media Law LLP,http://www.newmedialaw.biz,25.0,London,New
The Chartered Institute of Trade Mark Attorneys,http://www.citma.org.uk,40.0,London,New
Alexander JLO Solicitors,http://www.london-law.co.uk,45.0,London,New
2DRJ Barristers,http://www.2drj.com,39.0,London,New
ITN Solicitors,http://www.itnsolicitors.com,40.0,London,Already Worked
Greenberg Traurig London,,70.0,London,New
Gough Square Chambers,http://www.goughsq.co.uk,33.0,London,New
Richmond Chambers Immigration Barristers,http://www.immigrationbarrister.co.uk,33.0,London,New
Burke Niazi Ltd,http://www.burkeniazi.com,42.0,London,New
Tessa Gough Associates,http://www.tessagough.co.uk,34.0,London,New
Twenty Essex,http://www.twentyessex.com,97.0,London,New
Giambrone & Partners International Law Firm,http://www.giambronelaw.com,180.0,London,New
Withers & Rogers,http://www.withersrogers.com,190.0,London,New
LPC Advocates,,22.0,London,New
Crown Office Chambers,http://www.crownofficechambers.com,120.0,London,New
Morrison De Whyte Law FIrm,http://www.morrisondewhyte.com,200.0,London,New
Pump Court Chambers,http://www.pumpcourtchambers.com,150.0,London,New
Ronald Fletcher Baker LLP,http://www.rfblegal.co.uk,150.0,London,New
Support Through Court,http://www.supportthroughcourt.org,31.0,London,New
International Law Association,http://www.ila-hq.org,150.0,London,New
25 Bedford Row,http://www.25bedfordrow.com,110.0,London,New
Signature Litigation,http://www.signaturelitigation.com,100.0,London,New
Collyer Bristow,http://www.collyerbristow.com,140.0,London,New
3 Verulam Buildings,http://www.3vb.com,140.0,London,New
Boys and Maughan Solicitors,http://www.boysandmaughan.co.uk,180.0,Margate,New
Homey,http://www.homey.co.uk,92.0,London,New
Global BPO,http://www.globalbpo.co.uk,150.0,London,New
Seddons GSC,http://www.seddons-gsc.com,150.0,London,New
Environmental Law Foundation,http://www.elflaw.org,29.0,London,New
CSR PROJECTS,http://www.csrprojects.org,39.0,London,New
Danos Group,http://www.thedanosgroup.com,54.0,London,New
Healys LLP,http://www.healys.com,150.0,London,New
Cleveland & Co,http://www.cleveland-co.com,25.0,London,New
Ince,http://www.incelaw.com,170.0,London,New
Bross Bennett,http://www.brossbennett.co.uk,29.0,London,New
Gill Jennings & Every LLP,http://www.gje.com,130.0,London,New
42 Bedford Row Barristers,http://www.42br.com,130.0,London,New
Kain Knight,http://www.kain-knight.co.uk,72.0,London,New
Edmonds Marshall McMahon,http://www.emmlegal.com,42.0,London,New
The IPKat,http://www.ipkitten.blogspot.com,17.0,London,New
City Solicitors Horizons,http://www.citysolicitorshorizons.org,50.0,London,New
GSC Solicitors LLP,http://www.gscsolicitors.com,27.0,London,New
King's College London Pro Bono Society,http://www.kclprobono.org,30.0,London,New
Wordley Partnership,http://www.wordleylaw.com,32.0,London,New
Blavo & Co Solicitors,http://www.legalblavo.co.uk,42.0,London,New
Atlantic Solicitors,http://www.atlanticsolicitors.com,34.0,London,New
Real People Casting Limited,http://www.realpeople.co.uk,55.0,London,New
Kindleworth LLP,http://www.kindleworth.com,46.0,London,New
FromCounsel,http://www.fromcounsel.com,81.0,London,New
Altlaw eDiscovery,http://www.altlaw.co.uk,23.0,London,New
Audere International,http://www.auderegroup.com,35.0,London,New
Anti Trafficking and Labour Exploitation Unit (ATLEU),http://www.atleu.org.uk,24.0,London,New
Alaco,http://www.alaco.com,41.0,London,New
Burgess Mee Family Law,http://www.burgessmee.com,34.0,London,New
RW Blears,http://www.blears.com,22.0,London,New
Legal Services Board,http://www.legalservicesboard.org.uk,63.0,London,New
Tomes & Partners Ltd.,http://www.tomespartners.com,200.0,London,New
Cheeswrights LLP,http://www.cheeswrights.com,26.0,London,New
36 Stone,http://www.36stone.co.uk,34.0,London,New
MSP Organisation,,,London,New
"Nexus, Chambers",http://www.nexuschambers.com,33.0,London,New
Europe Economics,http://www.europe-economics.com,27.0,London,New
Legal Marketing Agency,,21.0,London,New
London Law Conference,http://www.londonlawconference.com,43.0,London,New
qLegal,http://www.q-legal.co.uk,68.0,London,New
187 Chambers,http://www.187chambers.com,62.0,London,New
City of London Law Society (CLLS),http://www.clls.org,42.0,London,New
Octopus Legacy,http://www.octopuslegacy.com,110.0,London,New
Global Migrate - International Immigration & Citizenship Law Firm,http://www.global-migrate.com,92.0,London,New
15 NBS,http://www.15nbs.com,54.0,London,New
Birnberg Peirce Solicitors,http://www.birnbergpeirce.co.uk,48.0,London,Already Worked
Smith Stone Walters Ltd,http://www.smithstonewalters.com,48.0,London,New
City Century,http://www.citycentury.co.uk,42.0,London,New
SEQUENTUS,http://www.sequentus.org,25.0,London,New
1EC Barristers,http://www.1ec.co.uk,25.0,London,New
BRITISH BORNEO OIL AND GAS LTD.,,22.0,London,New
AFP Bloom LLP,http://www.afpbloom.com,20.0,London,New
Royds solicitors,http://www.roydswithyking.com,30.0,London,New
Enterprise Chambers,http://www.enterprisechambers.com,66.0,London,New
Fenwick Elliott LLP,http://www.fenwickelliott.com,90.0,London,New
Joseph Hage Aaronson & Bremen LLP,http://www.jha.com,80.0,London,New
North Star Law,http://www.northstarlaw.co.uk,30.0,London,New
Quastels,http://www.quastels.com,83.0,London,New
Mackrell LLP,http://www.mackrell.com,55.0,London,Already Worked
4PB,http://www.4pb.com,93.0,London,Already Worked
BCL Solicitors LLP,http://www.bcl.com,64.0,London,New
29 Bedford Row,http://www.29br.co.uk,70.0,London,New
Richardson Lissack,http://www.richardsonlissack.co.uk,22.0,London,New
MSP Organisation,http://www.msporganisation.co.uk,36.0,London,New
MSEB CONTRACTING SERVICES LIMITED,,23.0,London,New
36 Family,,25.0,London,New
Human Dignity Trust,http://www.humandignitytrust.org,20.0,London,New
APPEAL,http://www.appeal.org.uk,33.0,London,New
Wesley Gryk Solicitors LLP,http://www.gryklaw.com,22.0,London,New
Page White Farrer,http://www.pagewhite.com,58.0,London,New
Global Law Experts,http://www.globallawexperts.com,37.0,London,New
Connaught Law,http://www.connaughtlaw.com,22.0,London,New
Ashton Ross Law,http://www.ashtonrosslaw.com,32.0,London,New
Gordons Partnership,http://www.gordonsols.co.uk,77.0,London,New
Judge Sykes Frixou,http://www.judgesykesfrixou.com,40.0,London,Already Worked
Breytenbachs Immigration Consultants Ltd,http://www.bic-immigration.com,38.0,London,Already Worked
Preiskel & Co LLP,http://www.preiskel.com,42.0,London,New
Bude Nathan Iwanier LLP,http://www.bnilaw.co.uk,39.0,London,New
Auxilio,http://www.auxiliouk.com,58.0,London,New
Adams Kaye,http://www.adamskaye.com,30.0,London,New
Arbitra International,http://www.arbitra.co.uk,25.0,London,New
Astraea,http://www.astraea-group.com,31.0,London,New
The Lawn Co,,20.0,Finchingfield,New
City St George's Women in Law Society,http://www.citystudents.co.uk,44.0,London,New
Fietta LLP,http://www.fiettalaw.com,22.0,London,New
Maitland,http://www.maitlandchambers.com,87.0,London,New
Fisher Jones Greenwood LLP,http://www.fjg.co.uk,190.0,Colchester,New
Keating Chambers,http://www.keatingchambers.com,98.0,London,New
Simons Muirhead Burton LLP,http://www.smb.london,160.0,London,New
Bindmans,http://www.bindmans.com,170.0,London,New
Red Lion Chambers,http://www.redlionchambers.co.uk,120.0,London,New
Fountain Court Chambers,http://www.fountaincourt.uk,120.0,London,New
Eton Bridge Partners Ltd,http://www.etonbridgepartners.com,150.0,London,New
4 New Square Chambers,http://www.4newsquare.com,98.0,London,New
Beale & Co,http://www.beale-law.com,130.0,London,New
23ES,http://www.23es.com,130.0,London,New
Abel + Imray,http://www.abelimray.com,110.0,London,New
Flex Legal,http://www.flex.legal,180.0,London,New
SeedLegals,http://www.seedlegals.com,160.0,London,New
Attorney General's Office (UK),,130.0,London,New
Deacon,http://www.deaconlegal.com,25.0,London,New
Justice Defenders,http://www.justice-defenders.org,110.0,London,New
Griffins,http://www.griffins.net,72.0,London,New
